long,lat,altissima
-0.125,42.95833333,1
-0.125,46.70833333,1
-0.125,47.20833333,1
-0.208333333,47.875,1
-0.208333333,51.875,1
-0.291666667,38.625,1
-0.291666667,43.95833333,1
-0.291666667,47.79166667,1
-0.375,38.625,1
-0.375,51.04166667,1
-0.541666667,38.29166667,1
-0.541666667,38.70833333,1
-0.541666667,40.04166667,1
-0.541666667,44.70833333,1
-0.541666667,47.625,1
-0.625,46.375,1
-0.708333333,46.04166667,1
-0.791666667,45.04166667,1
-0.875,39.625,1
-0.875,45.20833333,1
-0.958333333,39.70833333,1
-0.958333333,46.54166667,1
-0.958333333,47.54166667,1
-1.041666667,38.20833333,1
-1.291666667,41.625,1
-1.291666667,46.125,1
-1.291666667,47.375,1
-1.541666667,47.29166667,1
-1.541666667,48.95833333,1
-1.708333333,42.20833333,1
-1.708333333,47.125,1
-100.375,25.70833333,1
-103.0416667,37.125,1
-104.625,38.20833333,1
-104.7916667,39.70833333,1
-104.875,39.625,1
-106.4583333,35.125,1
-107.7083333,32.95833333,1
-108.4583333,32.95833333,1
-108.625,39.04166667,1
-110.7916667,39.625,1
-111.9583333,33.45833333,1
-111.9583333,41.04166667,1
-112.0416667,41.20833333,1
-112.125,34.79166667,1
-116.7916667,33.04166667,1
-116.9583333,32.875,1
-117.0416667,33.29166667,1
-117.0416667,34.125,1
-117.0416667,46.45833333,1
-117.4583333,34.125,1
-117.7916667,33.54166667,1
-117.9583333,34.20833333,1
-118.0416667,34.04166667,1
-118.125,34.125,1
-118.2083333,34.20833333,1
-118.2083333,34.29166667,1
-119.2916667,46.375,1
-119.7083333,49.79166667,1
-120.2083333,45.70833333,1
-120.4583333,37.54166667,1
-120.4583333,38.125,1
-120.7916667,35.625,1
-120.7916667,35.79166667,1
-120.7916667,38.375,1
-120.9583333,38.79166667,1
-121.125,46.95833333,1
-121.4583333,38.54166667,1
-121.875,37.95833333,1
-122.2916667,38.625,1
-122.375,39.04166667,1
-122.5416667,45.45833333,1
-122.625,45.29166667,1
-122.875,40.70833333,1
-123.7916667,48.95833333,1
-2.125,34.95833333,1
-2.291666667,39.45833333,1
-2.291666667,40.29166667,1
-2.625,40.54166667,1
-27.875,38.625,1
-28.29166667,38.54166667,1
-3.125,47.54166667,1
-3.208333333,40.625,1
-3.208333333,40.79166667,1
-3.291666667,36.875,1
-3.375,40.20833333,1
-3.625,37.625,1
-3.625,40.125,1
-3.708333333,41.125,1
-4.208333333,37.20833333,1
-4.375,40.375,1
-4.625,37.875,1
-4.791666667,37.20833333,1
-4.958333333,40.125,1
-47.04166667,-22.875,1
-5.041666667,34.04166667,1
-5.041666667,42.375,1
-5.208333333,37.45833333,1
-5.458333333,40.95833333,1
-5.625,42.54166667,1
-5.625,42.625,1
-53.54166667,-34.04166667,1
-54.95833333,-34.29166667,1
-56.29166667,-34.54166667,1
-58.375,-34.54166667,1
-58.375,-34.79166667,1
-58.70833333,-34.875,1
-58.875,-34.79166667,1
-59.20833333,-34.54166667,1
-59.20833333,-38.04166667,1
-6.291666667,53.375,1
-6.375,42.54166667,1
-6.541666667,38.125,1
-6.541666667,41.95833333,1
-6.708333333,34.04166667,1
-6.791666667,42.45833333,1
-6.875,32.875,1
-6.875,38.79166667,1
-6.875,40.20833333,1
-6.958333333,38.875,1
-6.958333333,40.875,1
-60.04166667,-34.875,1
-60.875,-35.45833333,1
-61.29166667,-38.95833333,1
-62.04166667,-38.875,1
-67.79166667,-37.875,1
-68.29166667,-34.875,1
-7.041666667,40.95833333,1
-7.041666667,42.375,1
-7.125,41.125,1
-7.291666667,40.95833333,1
-7.458333333,38.125,1
-7.541666667,40.125,1
-7.541666667,40.54166667,1
-7.625,39.375,1
-7.708333333,40.45833333,1
-7.791666667,40.29166667,1
-7.958333333,42.04166667,1
-70.70833333,-32.875,1
-70.95833333,42.79166667,1
-71.125,42.29166667,1
-71.625,42.125,1
-72.29166667,41.04166667,1
-72.875,41.45833333,1
-73.04166667,40.95833333,1
-73.54166667,41.29166667,1
-74.20833333,40.04166667,1
-74.375,40.79166667,1
-74.45833333,40.875,1
-74.625,39.54166667,1
-74.95833333,40.70833333,1
-75.125,39.54166667,1
-75.29166667,40.125,1
-75.29166667,40.625,1
-75.875,40.29166667,1
-75.95833333,37.125,1
-75.95833333,40.54166667,1
-76.04166667,40.54166667,1
-76.04166667,42.125,1
-76.125,39.29166667,1
-76.20833333,40.04166667,1
-76.45833333,38.45833333,1
-76.54166667,38.95833333,1
-76.54166667,40.125,1
-76.70833333,38.54166667,1
-76.79166667,40.29166667,1
-76.875,39.375,1
-76.875,42.125,1
-76.95833333,39.625,1
-77.125,38.625,1
-77.20833333,39.125,1
-77.20833333,39.45833333,1
-77.29166667,37.375,1
-77.45833333,37.625,1
-77.54166667,38.29166667,1
-77.625,43.125,1
-77.79166667,39.375,1
-77.875,38.79166667,1
-77.875,38.95833333,1
-78.125,38.20833333,1
-78.54166667,35.875,1
-78.54166667,39.29166667,1
-78.54166667,39.70833333,1
-79.125,38.20833333,1
-79.125,41.875,1
-79.20833333,36.70833333,1
-79.20833333,37.375,1
-79.20833333,37.95833333,1
-79.375,42.45833333,1
-79.45833333,43.70833333,1
-79.79166667,40.54166667,1
-8.125,40.20833333,1
-8.125,40.375,1
-8.208333333,40.125,1
-8.208333333,41.04166667,1
-8.291666667,43.375,1
-8.375,40.70833333,1
-8.625,40.20833333,1
-80.125,36.125,1
-80.54166667,34.54166667,1
-80.54166667,39.29166667,1
-81.125,35.04166667,1
-81.375,35.54166667,1
-81.45833333,35.875,1
-81.54166667,35.875,1
-81.79166667,38.29166667,1
-82.04166667,34.95833333,1
-82.375,34.79166667,1
-82.375,35.04166667,1
-82.45833333,35.54166667,1
-82.45833333,35.70833333,1
-82.70833333,42.70833333,1
-82.875,36.125,1
-83.125,42.20833333,1
-83.20833333,35.95833333,1
-83.20833333,36.29166667,1
-83.375,41.70833333,1
-84.04166667,35.79166667,1
-84.125,39.79166667,1
-84.20833333,35.04166667,1
-84.29166667,33.875,1
-84.29166667,39.54166667,1
-84.29166667,42.54166667,1
-84.45833333,33.625,1
-84.45833333,39.125,1
-84.45833333,39.29166667,1
-84.79166667,35.79166667,1
-84.875,39.79166667,1
-85.54166667,35.125,1
-85.875,38.45833333,1
-86.125,35.125,1
-86.20833333,36.54166667,1
-86.20833333,43.04166667,1
-86.375,34.45833333,1
-86.79166667,36.04166667,1
-86.875,33.125,1
-86.875,35.45833333,1
-86.95833333,40.45833333,1
-87.29166667,41.54166667,1
-87.45833333,37.95833333,1
-87.54166667,37.375,1
-87.70833333,41.625,1
-87.70833333,41.70833333,1
-87.70833333,41.95833333,1
-87.79166667,36.04166667,1
-87.95833333,41.125,1
-88.29166667,35.70833333,1
-88.29166667,40.125,1
-88.54166667,35.45833333,1
-88.79166667,36.125,1
-88.95833333,40.45833333,1
-89.375,41.20833333,1
-89.625,37.70833333,1
-89.875,35.125,1
-89.95833333,35.125,1
-9.291666667,39.20833333,1
-90.29166667,38.625,1
-92.29166667,34.79166667,1
-93.375,35.70833333,1
-93.375,37.125,1
-94.125,35.95833333,1
-94.375,39.20833333,1
-94.875,39.29166667,1
-95.20833333,38.95833333,1
-95.70833333,37.45833333,1
-95.875,40.625,1
-96.125,41.54166667,1
-96.45833333,32.875,1
-96.54166667,38.79166667,1
-96.625,40.79166667,1
-96.875,32.79166667,1
-96.95833333,38.20833333,1
-97.20833333,37.70833333,1
-97.29166667,35.125,1
-97.45833333,32.79166667,1
-97.54166667,31.29166667,1
-98.95833333,38.54166667,1
0.125,42.125,1
0.125,47.29166667,1
0.125,51.375,1
0.291666667,41.375,1
0.375,46.625,1
0.458333333,46.54166667,1
0.541666667,50.95833333,1
0.625,47.375,1
0.625,48.79166667,1
0.708333333,43.95833333,1
0.708333333,44.125,1
0.708333333,44.79166667,1
0.791666667,41.04166667,1
0.791666667,48.125,1
0.958333333,42.125,1
1.208333333,47.45833333,1
1.375,43.04166667,1
1.625,44.20833333,1
1.625,49.04166667,1
1.625,49.125,1
1.708333333,49.04166667,1
1.791666667,35.625,1
1.791666667,42.04166667,1
1.875,48.04166667,1
1.875,48.95833333,1
10.125,52.625,1
10.20833333,49.95833333,1
10.29166667,50.95833333,1
10.45833333,44.95833333,1
10.54166667,44.125,1
10.70833333,42.95833333,1
10.875,45.20833333,1
10.875,45.54166667,1
10.875,45.95833333,1
10.875,49.45833333,1
100.2083333,35.625,1
108.375,33.875,1
11.04166667,43.45833333,1
11.04166667,43.875,1
11.125,43.375,1
11.125,46.70833333,1
11.125,52.875,1
11.20833333,43.625,1
11.20833333,48.875,1
11.29166667,43.54166667,1
11.29166667,43.875,1
11.375,49.375,1
11.45833333,42.54166667,1
11.45833333,51.04166667,1
11.45833333,51.95833333,1
11.45833333,52.20833333,1
11.54166667,42.79166667,1
11.54166667,52.625,1
11.625,44.375,1
11.70833333,44.70833333,1
11.70833333,50.04166667,1
11.79166667,43.04166667,1
11.79166667,43.375,1
11.875,43.70833333,1
119.4583333,30.375,1
12.04166667,45.54166667,1
12.20833333,51.875,1
12.20833333,55.70833333,1
12.29166667,44.875,1
12.375,52.375,1
12.375,53.54166667,1
12.625,42.45833333,1
12.70833333,42.95833333,1
12.70833333,43.625,1
12.79166667,41.70833333,1
12.875,42.875,1
12.875,52.20833333,1
12.875,52.375,1
12.95833333,47.70833333,1
12.95833333,52.29166667,1
124.7916667,38.54166667,1
126.625,36.375,1
127.2916667,35.95833333,1
127.7083333,36.875,1
128.625,37.125,1
13.04166667,46.29166667,1
13.04166667,47.70833333,1
13.20833333,52.125,1
13.29166667,42.54166667,1
13.29166667,43.54166667,1
13.29166667,52.79166667,1
13.375,43.625,1
13.54166667,42.125,1
13.70833333,45.54166667,1
13.79166667,42.20833333,1
13.79166667,45.625,1
13.875,45.54166667,1
135.5416667,34.79166667,1
137.2083333,34.95833333,1
138.4583333,35.625,1
138.7916667,-34.79166667,1
139.125,36.04166667,1
139.2083333,35.375,1
139.4583333,35.875,1
139.5416667,35.45833333,1
14.04166667,37.45833333,1
14.04166667,42.29166667,1
14.20833333,41.375,1
14.375,40.625,1
14.625,45.04166667,1
14.625,46.04166667,1
14.95833333,37.95833333,1
140.2916667,35.54166667,1
144.2916667,-35.79166667,1
144.4583333,-37.70833333,1
147.375,-35.04166667,1
147.7916667,-35.875,1
148.7083333,-33.79166667,1
149.125,-35.29166667,1
149.4583333,-34.875,1
149.5416667,-32.625,1
15.04166667,37.54166667,1
15.04166667,53.375,1
15.29166667,37.875,1
15.375,47.125,1
15.375,48.20833333,1
15.45833333,46.54166667,1
15.70833333,45.875,1
15.79166667,40.625,1
15.875,48.375,1
15.95833333,38.54166667,1
150.625,-34.875,1
151.0416667,-33.79166667,1
151.2083333,-28.70833333,1
151.4583333,-29.79166667,1
151.7083333,-30.54166667,1
16.20833333,48.125,1
16.29166667,48.04166667,1
16.29166667,48.125,1
16.375,43.95833333,1
16.375,45.45833333,1
16.375,47.875,1
16.54166667,47.45833333,1
16.95833333,48.29166667,1
17.04166667,47.875,1
17.375,40.54166667,1
17.95833333,48.125,1
18.04166667,43.875,1
18.375,43.875,1
18.95833333,46.95833333,1
19.79166667,46.20833333,1
2.041666667,44.29166667,1
2.041666667,49.125,1
2.125,43.875,1
2.291666667,41.625,1
2.291666667,43.20833333,1
2.291666667,46.79166667,1
2.375,46.625,1
2.375,46.70833333,1
2.541666667,43.29166667,1
2.541666667,48.79166667,1
2.541666667,49.04166667,1
2.625,48.375,1
2.625,48.95833333,1
2.708333333,44.45833333,1
2.708333333,46.29166667,1
2.708333333,48.875,1
2.708333333,49.125,1
2.708333333,51.125,1
2.791666667,43.29166667,1
2.791666667,48.29166667,1
2.875,39.54166667,1
2.875,46.125,1
2.875,47.95833333,1
2.875,51.04166667,1
2.958333333,41.70833333,1
2.958333333,49.45833333,1
2.958333333,49.54166667,1
20.70833333,39.875,1
20.79166667,48.125,1
21.20833333,48.70833333,1
21.29166667,46.20833333,1
21.70833333,-33.54166667,1
21.70833333,47.95833333,1
21.79166667,40.54166667,1
21.875,43.29166667,1
22.04166667,40.79166667,1
22.375,39.625,1
22.875,40.95833333,1
23.375,42.625,1
23.79166667,42.875,1
23.875,37.95833333,1
24.04166667,42.625,1
25.45833333,44.95833333,1
25.95833333,44.70833333,1
26.125,44.54166667,1
26.20833333,39.29166667,1
27.125,38.45833333,1
27.45833333,42.54166667,1
27.625,42.625,1
28.04166667,-26.125,1
28.04166667,-26.29166667,1
28.20833333,45.20833333,1
28.29166667,-26.20833333,1
28.625,45.70833333,1
28.79166667,40.95833333,1
29.04166667,41.125,1
3.041666667,42.375,1
3.041666667,46.54166667,1
3.041666667,46.70833333,1
3.208333333,42.29166667,1
3.208333333,43.29166667,1
3.208333333,46.04166667,1
3.208333333,46.125,1
3.208333333,47.04166667,1
3.208333333,47.625,1
3.291666667,34.70833333,1
3.291666667,43.625,1
3.291666667,45.79166667,1
3.291666667,46.20833333,1
3.291666667,46.54166667,1
3.291666667,50.54166667,1
3.375,49.29166667,1
3.375,50.625,1
3.458333333,47.95833333,1
3.458333333,48.45833333,1
3.625,44.04166667,1
3.708333333,48.375,1
3.708333333,48.70833333,1
3.791666667,45.45833333,1
3.791666667,49.45833333,1
3.791666667,51.04166667,1
3.875,46.125,1
3.958333333,51.29166667,1
30.54166667,38.79166667,1
30.54166667,50.45833333,1
32.20833333,48.45833333,1
32.625,46.70833333,1
33.29166667,47.875,1
33.54166667,44.79166667,1
34.95833333,44.875,1
35.125,48.54166667,1
35.20833333,31.70833333,1
37.45833333,44.70833333,1
37.79166667,48.04166667,1
37.95833333,44.54166667,1
39.375,47.29166667,1
39.70833333,43.54166667,1
4.041666667,44.04166667,1
4.041666667,50.79166667,1
4.125,51.04166667,1
4.208333333,43.45833333,1
4.208333333,44.125,1
4.208333333,45.625,1
4.208333333,45.79166667,1
4.291666667,36.70833333,1
4.375,44.45833333,1
4.375,51.875,1
4.458333333,44.125,1
4.625,45.04166667,1
4.625,45.29166667,1
4.625,46.625,1
4.625,47.20833333,1
4.625,51.29166667,1
4.708333333,45.125,1
4.708333333,46.04166667,1
4.708333333,46.375,1
4.708333333,49.375,1
4.708333333,51.375,1
4.791666667,43.625,1
4.791666667,50.29166667,1
4.791666667,51.625,1
4.875,35.875,1
4.875,44.79166667,1
4.958333333,50.79166667,1
41.70833333,41.625,1
43.125,42.125,1
44.70833333,41.625,1
45.79166667,41.95833333,1
47.125,42.79166667,1
47.625,42.875,1
5.041666667,44.70833333,1
5.041666667,45.04166667,1
5.041666667,47.375,1
5.125,43.95833333,1
5.125,44.79166667,1
5.125,45.70833333,1
5.125,52.20833333,1
5.125,52.29166667,1
5.208333333,43.375,1
5.208333333,53.375,1
5.291666667,45.95833333,1
5.375,50.54166667,1
5.375,51.875,1
5.458333333,43.79166667,1
5.458333333,51.375,1
5.541666667,50.70833333,1
5.625,43.45833333,1
5.625,45.625,1
5.708333333,49.04166667,1
5.791666667,47.625,1
5.791666667,51.125,1
5.875,43.70833333,1
5.875,46.20833333,1
5.958333333,45.45833333,1
5.958333333,50.875,1
6.125,45.54166667,1
6.125,49.125,1
6.208333333,47.29166667,1
6.291666667,49.54166667,1
6.625,51.20833333,1
6.708333333,50.625,1
6.791666667,44.04166667,1
6.791666667,51.45833333,1
6.875,43.625,1
6.875,51.29166667,1
7.125,50.95833333,1
7.125,51.375,1
7.375,48.29166667,1
7.458333333,48.125,1
7.458333333,49.20833333,1
7.625,47.45833333,1
7.625,48.29166667,1
7.708333333,48.54166667,1
7.875,45.45833333,1
7.875,49.95833333,1
7.958333333,45.29166667,1
8.041666667,49.125,1
8.125,49.625,1
8.291666667,44.375,1
8.291666667,49.45833333,1
8.375,52.04166667,1
8.458333333,39.29166667,1
8.458333333,47.04166667,1
8.458333333,49.20833333,1
8.541666667,44.70833333,1
8.541666667,49.70833333,1
8.625,49.95833333,1
8.708333333,49.79166667,1
8.791666667,47.70833333,1
8.875,42.625,1
8.875,44.625,1
9.041666667,44.375,1
9.041666667,44.875,1
9.041666667,45.29166667,1
9.041666667,45.45833333,1
9.041666667,50.04166667,1
9.125,39.29166667,1
9.125,45.04166667,1
9.125,49.95833333,1
9.208333333,39.29166667,1
9.208333333,42.375,1
9.208333333,45.45833333,1
9.208333333,45.54166667,1
9.375,42.375,1
9.375,45.70833333,1
9.375,47.45833333,1
9.458333333,40.95833333,1
9.458333333,45.04166667,1
9.458333333,49.79166667,1
9.625,52.70833333,1
9.708333333,45.70833333,1
9.708333333,47.45833333,1
9.708333333,47.54166667,1
9.708333333,52.45833333,1
9.791666667,48.79166667,1
9.875,43.45833333,1
9.958333333,44.29166667,1
102.4583333,36.95833333,1
102.7916667,36.29166667,1
103.875,36.04166667,1
104.125,36.54166667,1
104.9583333,37.45833333,1
105.125,37.54166667,1
105.2083333,37.45833333,1
106.125,36.54166667,1
106.125,37.29166667,1
106.2916667,36.375,1
106.2916667,37.95833333,1
106.2916667,38.04166667,1
106.2916667,38.125,1
106.2916667,38.20833333,1
106.375,37.79166667,1
106.375,39.04166667,1
106.4583333,38.70833333,1
106.4583333,38.79166667,1
106.4583333,38.875,1
106.625,38.875,1
106.7083333,38.95833333,1
106.875,37.45833333,1
107.2916667,36.79166667,1
108.0416667,34.29166667,1
108.375,37.875,1
108.4583333,34.29166667,1
111.9583333,33.45833333,1
112.875,29.79166667,1
113.0416667,34.54166667,1
114.375,36.125,1
115.625,37.625,1
115.7083333,37.70833333,1
115.7916667,32.875,1
115.875,40.54166667,1
116.125,40.04166667,1
116.2083333,40.04166667,1
116.2916667,40.04166667,1
116.375,40.04166667,1
116.4583333,38.54166667,1
116.625,40.375,1
116.7083333,36.29166667,1
116.7916667,40.125,1
116.9583333,39.20833333,1
117.2083333,39.125,1
117.4583333,40.625,1
117.625,32.625,1
117.7916667,39.29166667,1
118.125,39.875,1
118.7083333,37.45833333,1
118.875,35.625,1
118.9583333,35.625,1
119.2083333,34.625,1
119.4583333,41.20833333,1
120.0416667,37.125,1
121.125,24.54166667,1
121.875,39.04166667,1
122.9583333,39.95833333,1
123.375,41.70833333,1
126.5416667,36.70833333,1
126.9583333,36.04166667,1
127.125,36.79166667,1
127.375,36.375,1
127.625,36.95833333,1
80.29166667,41.125,1
80.29166667,41.20833333,1
80.375,40.70833333,1
